0.0025188916876574307	false	262416	1001
0.0025188916876574307	false	1315368	5001
0.0045662100456621	false	266996	1001
0.0045662100456621	false	1332607	5001
0.0019569471624266144	false	257071	1001
0.00196078431372549	false	1284104	5001
0.0019569471624266144	false	262490	1001
0.0019569471624266144	false	1311491	5001
0.0020876826722338203	false	257957	1001
0.0020161290322580645	false	1317117	5001
0.0030864197530864196	false	258223	1001
0.0030864197530864196	false	1294081	5001
0.006172839506172839	false	260736	1001
0.0022271714922048997	false	1320001	5001
0.16666666666666666	false	267022	1001
0.16666666666666666	false	1336327	5001
0.0070921985815602835	false	265205	1001
0.0070921985815602835	false	1316968	5001
0.0021691973969631237	false	265580	1001
0.002232142857142857	false	1313216	5001
