0.002188183807439825	false	236118	1001
0.029411764705882353	false	1215176	5001
0.013888888888888888	false	243024	1001
0.006060606060606061	false	1192184	5001
0.0041841004184100415	false	246094	1001
0.0035842293906810036	false	1240935	5001
0.006024096385542169	false	243598	1001
0.0019267822736030828	false	1186068	5001
0.002364066193853428	false	238167	1001
0.0019342359767891683	false	1206569	5001
0.002036659877800407	false	239021	1001
0.012345679012345678	false	1218518	5001
0.001976284584980237	false	234873	1001
0.0021321961620469083	false	1180930	5001
0.002824858757062147	false	248008	1001
0.00392156862745098	false	1232162	5000
0.003355704697986577	false	214574	1001
0.003355704697986577	false	1172351	5001
0.020833333333333332	false	243353	1001
0.020833333333333332	false	1208538	5001
