Infinity	true	1295	5
0.16666666666666666	false	1288355	5001
1.0	false	266898	1001
1.0	false	1318777	5001
Infinity	true	5378	20
0.16666666666666666	false	1317690	5001
0.047619047619047616	false	266565	1001
Infinity	true	1573	6
Infinity	true	3308	12
Infinity	true	866	4
0.05263157894736842	false	266769	1001
0.05263157894736842	false	1328809	5001
0.05263157894736842	false	256750	1001
0.05263157894736842	false	1297411	5001
0.5	false	255261	1001
Infinity	true	896	3
Infinity	true	291	2
0.3333333333333333	false	1265947	5001
1.0	false	254447	1001
1.0	false	1292819	5001
