0.0010660980810234541	false	335042	1001
0.0010660980810234541	false	1743563	5001
0.02	false	335340	1001
0.02	false	1664249	5000
0.002617801047120419	false	348307	1001
0.002617801047120419	false	1745212	5001
0.0011160714285714285	false	346622	1001
0.0011160714285714285	false	1776254	5001
0.0010845986984815619	false	346810	1001
0.0011061946902654867	false	1687830	5001
0.0012836970474967907	false	338696	1001
0.001148105625717566	false	1835629	5001
0.0010672358591248667	false	364217	1001
0.0010672358591248667	false	1830917	5001
0.03333333333333333	false	355499	1001
0.03333333333333333	false	1764892	5001
0.0010869565217391304	false	349041	1001
0.0011049723756906078	false	1670255	5001
0.001072961373390558	false	346743	1001
0.001072961373390558	false	1732038	5001
